Date,Close,High,Low,Open,Volume,sma_7,ema_7,sma_21,ema_21,sma_50,ema_50,rsi_14,macd,macd_signal,macd_hist
2009-01-02,2.7179999351501465,2.7265000343322754,2.553499937057495,2.567500114440918,145928000,2.7179999351501465,2.7179999351501465,2.7179999351501465,2.7179999351501465,2.7179999351501465,2.7179999351501465,,,,
2009-01-05,2.703000068664551,2.7869999408721924,2.65149998664856,2.7864999771118164,190196000,2.7105000019073486,2.7142499685287476,2.7105000019073486,2.7166363109241836,2.7105000019073486,2.7174117050918882,,,,
2009-01-06,2.868000030517578,2.9110000133514404,2.6875,2.727499961853028,221602000,2.763000011444092,2.752687484025955,2.763000011444092,2.7303966490690375,2.763000011444092,2.723317129618386,,,,
2009-01-07,2.809999942779541,2.8475000858306885,2.7674999237060547,2.814500093460083,158854000,2.774749994277954,2.7670155987143517,2.774749994277954,2.7376333121336285,2.774749994277954,2.726716455624706,,,,
2009-01-08,2.8580000400543213,2.865999937057495,2.7290000915527344,2.749500036239624,131558000,2.7914000034332274,2.789761709049344,2.7914000034332274,2.7485757419446006,2.7914000034332274,2.731864831484691,,,,
2009-01-09,2.775500059127808,2.8499999046325684,2.734999895095825,2.845999956130981,133682000,2.7887500127156577,2.78619629656896,2.7887500127156577,2.751023407143074,2.7887500127156577,2.7335760168824605,,,,
2009-01-12,2.595999956130981,2.7149999141693115,2.5434999465942383,2.7060000896453857,191126000,2.7612142903464183,2.7386472114594653,2.7612142903464183,2.736930366141974,2.7612142903464183,2.7281808772451477,,,,
2009-01-13,2.572499990463257,2.664499998092652,2.5374999046325684,2.5480000972747803,157664000,2.7404285839625766,2.697110406210413,2.737625002861023,2.7219821501711814,2.737625002861023,2.7220757444301715,,,,
2009-01-14,2.424499988555908,2.505000114440918,2.407000064849853,2.505000114440918,208852000,2.700642858232771,2.628957801796787,2.702833334604899,2.6949383172970656,2.702833334604899,2.7104061069449066,,,,
2009-01-15,2.572000026702881,2.611500024795532,2.381500005722046,2.427999973297119,232346000,2.6583571434020996,2.6147183580233104,2.689750003814697,2.6837621090612305,2.689750003814697,2.704978417523651,,,,
