Date,Close,High,Low,Open,Volume,sma_7,ema_7,sma_21,ema_21,sma_50,ema_50,rsi_14,macd,macd_signal,macd_hist
2009-01-02,2.721686363220215,2.730384564060046,2.554037226218475,2.5756304672583537,746015200,2.721686363220215,2.721686363220215,2.721686363220215,2.721686363220215,2.721686363220215,2.721686363220215,,,,
2009-01-05,2.836552858352661,2.8845386270494378,2.7804693222595778,2.79426571877622,1181608400,2.779119610786438,2.7504029870033264,2.779119610786438,2.732128771868619,2.779119610786438,2.7261909316567814,,,,
2009-01-06,2.789766788482666,2.914229252603177,2.7708724008265406,2.877640546798946,1289310400,2.782668670018514,2.7602439373731613,2.782668670018514,2.737368591560805,2.782668670018514,2.7286841025126987,,,,
2009-01-07,2.7294838428497314,2.774170305556812,2.7069904526804853,2.7534772194820034,753048800,2.7693724632263184,2.752553913742304,2.7693724632263184,2.7366517962234345,2.7693724632263184,2.728715464878857,,,,
2009-01-08,2.7801692485809326,2.793665726055566,2.7003930560001206,2.7120900298397097,673500800,2.771531820297241,2.759457747451961,2.771531820297241,2.740607928255934,2.771531820297241,2.730733260318154,,,,
2009-01-09,2.7165889739990234,2.8005640264937397,2.703393211800058,2.795465832185914,546845600,2.762374679247538,2.7487405540887266,2.762374679247538,2.738424386959851,2.762374679247538,2.730178582423286,,,,
2009-01-12,2.659006834030152,2.7288857765895536,2.625716607902898,2.712990156603704,617716400,2.747607844216483,2.726307124074083,2.747607844216483,2.7312046094207876,2.747607844216483,2.727387533466693,,,,
2009-01-13,2.6305136680603027,2.691395462126428,2.589726327697364,2.646409280691181,798397600,2.734583173479353,2.702358760070638,2.7329710721969604,2.7220508874789253,2.7329710721969604,2.723588558352717,,,,
2009-01-14,2.5591349601745605,2.6167174643595703,2.540840210080983,2.586426826388225,1021664000,2.6949520451681956,2.6665528100966185,2.713655948638916,2.707240348633074,2.713655948638916,2.717139397639848,,,,
2009-01-15,2.5006520748138428,2.522845744932796,2.400782261078231,2.4163773531078525,1831634000,2.6536499432155063,2.6250776262759246,2.6923555612564085,2.6884595964676894,2.6923555612564085,2.708649698705495,,,,
2009-01-16,2.469162702560425,2.5306441531327795,2.411280460137487,2.5282450147195594,1047625600,2.6164612088884627,2.5860988953470496,2.6720653013749556,2.668523515203393,2.6720653013749556,2.6992580517978455,,,,
2009-01-20,2.345299482345581,2.459265255971349,2.345299482345581,2.4571658348236154,919914800,2.5543369565691267,2.5258990420966825,2.644834816455841,2.639139512216319,2.644834816455841,2.6853773235840315,,,,
2009-01-21,2.4841578006744385,2.485657587304835,2.3785895195590543,2.380988657616996,1089270000,2.5211325032370433,2.5154637317411215,2.632475046011118,2.6250502657125114,2.632475046011118,2.6774863619013023,,,,
2009-01-22,2.6500084400177,2.699194277354555,2.573831446739748,2.640411686902462,1409528400,2.5198470183781216,2.549099908810266,2.6337274312973022,2.6273191906493465,2.6337274312973022,2.6764087963372396,,,,
2009-01-23,2.6500084400177,2.6952951521815165,2.594225623248156,2.603822176151575,763770000,2.522631985800607,2.5743270416121247,2.634812831878662,2.629381849682833,2.634812831878662,2.675373488246277,,,,
2009-01-26,2.6883976459503174,2.728285849468511,2.6482089244705675,2.6650040945179034,692238400,2.541098083768572,2.6028446926966726,2.6381618827581406,2.634746922070786,2.6381618827581406,2.6758842395287887,,,,
2009-01-27,2.7210872173309326,2.7456802359045525,2.6913962052543208,2.704891883220633,618038400,2.5725888184138705,2.6324053238552376,2.6430398436153637,2.6425960398217083,2.6430398436153637,2.6776569053249513,,,,
2009-01-28,2.825156688690185,2.849149273464093,2.744180613913186,2.7627750873459767,861406000,2.6234451021466936,2.6805931650639745,2.65315744611952,2.659192462446115,2.65315744611952,2.6834412105549608,,,,
2009-01-29,2.7891674041748047,2.82935532104658,2.777170712255149,2.7918662594330987,592729200,2.686854805265154,2.707736724841682,2.6603158649645353,2.671008366239632,2.6603158649645353,2.6875873357949547,,,,
2009-01-30,2.7030935287475586,2.807761477341915,2.6994943204445803,2.777171109838325,651478800,2.7181313378470287,2.706575925818151,2.6624547481536864,2.673925199194898,2.6624547481536864,2.688195421793096,,,,
2009-02-02,2.744479179382324,2.759174721485117,2.6662027937577357,2.672201137646014,558247200,2.7316271577562605,2.7160517392091945,2.6663606734502885,2.6803391973937547,2.6663606734502885,2.6904026279730657,,,,
2009-02-03,2.788567304611206,2.800563997974938,2.707592026948076,2.75677686804467,599309200,2.7514212812696184,2.734180630559697,2.6695454801831926,2.6901781162317047,2.6719155203212392,2.694252223135346,,,,
2009-02-04,2.805661678314209,2.8866379479824658,2.792166200636312,2.795765408454838,808421600,2.7681732858930315,2.752050892498325,2.668074471609933,2.7006766218755685,2.6777305706687597,2.6986212213776546,,,,
2009-02-05,2.892935514450073,2.916628176279645,2.7777698935595354,2.7822684520838354,749246400,2.7927230426243375,2.7872720479862623,2.6729872680845714,2.718154703018705,2.6866974433263144,2.7062413897334356,,,,
2009-02-06,2.9907076358795166,2.9991051211692152,2.909131921485415,2.9097313557404125,687209600,2.816373177937099,2.838130944959576,2.685426496324085,2.7429322423696876,2.6988578510284422,2.7173969287979878,,,,
2009-02-09,3.0743815898895264,3.089077137272778,2.9841084840511125,2.9991047495838146,715010800,2.8571180616106306,2.8971936061920633,2.6994366078149703,2.7730640012351273,2.7133010717538686,2.731396327272166,,,,
2009-02-10,2.9340243339538574,3.0743818387098165,2.9109313004523463,3.038992995670997,849060800,2.890108176640102,2.906401288132512,2.7097906725747243,2.7876967587550117,2.7214760073909052,2.7393425236126245,,,,
2009-02-11,2.9037322998046875,2.948418771182084,2.872241787711885,2.890236823677585,674973600,2.912858622414725,2.9057340410505557,2.7214442661830356,2.7982454443049822,2.7279851606913974,2.7457891815025097,,,,
2009-02-12,2.977210998535156,2.991606829853187,2.874041841779786,2.874041841779786,817188400,2.939807721546718,2.923603280421706,2.7379536628723145,2.814515040144089,2.736579155099803,2.754864546876339,,,,
2009-02-13,2.9739110469818115,2.997303986085087,2.942720261299045,2.968812054564063,608977600,2.96384334564209,2.9361802220617323,2.7577049051012312,2.8290055862202457,2.744490218162537,2.7634546057040046,,,,
2009-02-17,2.835052013397217,2.9103296286596696,2.827554684056721,2.9052314366996623,678238400,2.9555742740631104,2.9108981698956033,2.7736287117004395,2.829555261418152,2.7474115663959133,2.76626234718217,,,,
2009-02-18,2.8302550315856934,2.874641596048768,2.780770272833597,2.8506492102246623,684779200,2.932652473449707,2.890737385318126,2.7908235845111666,2.8296188768879285,2.750000424683094,2.768771864217602,,,,
2009-02-19,2.71838903427124,2.826656203984008,2.7024934133205183,2.800264475917614,922804400,2.8817963940756663,2.8476502975564046,2.808589753650484,2.8195070730136838,2.7490425037615225,2.7667960669648033,,,,
2009-02-20,2.7351834774017334,2.7711725545464363,2.6692026684204944,2.681199361155109,750316000,2.853390557425363,2.819533592517737,2.8205433573041643,2.8118412915944155,2.7486348853391758,2.765556357570173,,,,
2009-02-23,2.607722043991089,2.759176733818222,2.5945262784481256,2.748680024781725,786982000,2.8111033780234203,2.766580705386075,2.818529719398135,2.7932849963577495,2.744608804157802,2.759366776645503,,,,
2009-02-24,2.70669174194336,2.7258860513812686,2.6092212086814053,2.622716888417309,807105600,2.7724577699388777,2.751608464525396,2.821228924251738,2.7854128823200774,2.743555552429623,2.7573010890101246,,,,
2009-02-25,2.7339835166931152,2.7867677655586607,2.676700908296421,2.694995665234189,833053200,2.738182408469064,2.7472022275673256,2.823399680001395,2.7807374854448987,2.743296848761069,2.7563866744094576,,,,
2009-02-26,2.674901247024536,2.786767601690721,2.668003549256416,2.7591758095591192,629868400,2.715303727558681,2.7291269824316284,2.821200348082043,2.771116009224866,2.741496964504844,2.753191167453186,,,,
2009-02-27,2.6785004138946533,2.7381823609699323,2.629314772539612,2.637112623132673,706658400,2.693624496459961,2.7164703402973847,2.8142167159489224,2.762696409649392,2.7398816683353524,2.750262118294028,,,,
2009-03-02,2.637411594390869,2.7351828145783923,2.629314028969135,2.642810305024992,770929600,2.682056290762765,2.696705653820756,2.806990248816354,2.751306880989526,2.73731991648674,2.745836607552728,,,,
2009-03-03,2.6503071784973145,2.721386151985095,2.6356116364164595,2.667102140935933,724340400,2.669931105204991,2.6851060349898956,2.8044766130901517,2.7421250898538703,2.735197654584559,2.742090355432908,,,,
2009-03-04,2.7342824935913086,2.7822682488792743,2.6826983322126337,2.7045914889487936,741403600,2.6880111694335938,2.6974001496402487,2.803991056623913,2.7414121265572735,2.7351758650371005,2.7417841647724535,,,,
2009-03-05,2.6644036769866943,2.7552761975316358,2.6527077055553656,2.7129890682572024,706899200,2.681970017296927,2.68915103147686,2.7980785029275075,2.734411358414494,2.7335300001987193,2.738749635839679,,,,
2009-03-06,2.558236122131348,2.6512082760696827,2.4691622921753056,2.6494085721881757,1011147200,2.6568632466452464,2.6564223041404817,2.7862963335854665,2.7183954278432987,2.7295460484244605,2.7316706745177837,,,,
2009-03-09,2.492555618286133,2.6272152933245274,2.4763610838551,2.5246465717307918,698297600,2.630813871111189,2.6154556326768947,2.7672306242443265,2.6978645360653744,2.724279594421387,2.7222936134890916,,,,
2009-03-10,2.6581056118011475,2.674300942415701,2.5300437543429832,2.5453389328214158,844258800,2.6279003279549733,2.626118127457958,2.751392432621547,2.6942500884049903,2.7228410295818164,2.7197764369523094,,,,
2009-03-11,2.7795701026916504,2.821257810048632,2.686598134418269,2.6934958324744542,846372800,2.6482086862836565,2.6644811212663813,2.737353790374029,2.7020064533401413,2.7240480311373445,2.722121286589146,,,,
2009-03-12,2.889636754989624,2.8965352534083006,2.759175730869412,2.786167887817669,768457200,2.682398625782558,2.720770029697192,2.735240096137637,2.719063753490094,2.7274977962176004,2.7286905206440673,,,,
2009-03-13,2.877040386199951,2.9151298832656747,2.849448795472044,2.8881377267135964,601168400,2.702792610440935,2.759837618822882,2.73396905263265,2.7334252655546263,2.730549685809077,2.7345081624305725,,,,
2009-03-16,2.8617446422576904,2.920826937212995,2.8245555050337323,2.8950348553512395,797244000,2.7309841769082204,2.785314374681584,2.728470654714675,2.745090663436723,2.7331735849380494,2.739497828306146,,,,
2009-03-17,2.988907814025879,2.989807165524587,2.85124837266008,2.8563473673103683,786646000,2.792508704321725,2.836212734517658,2.7291847864786782,2.767255858944828,2.7385180139541627,2.749278612059861,,,,
2009-03-18,3.044689655303955,3.103472027238185,2.9907063591741787,2.99640398534202,796037200,2.871384995324271,2.888331964714232,2.7391675313313804,2.7924771131592943,2.7426807498931884,2.760863358853747,,,,
